Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	comparison
Inpp4b	380.6160681	0.17009072	0.078675857	0.006360481	0.048292074	NLGF3.vs.WT3
Ptprc	95.41072355	-0.179511555	0.088981918	0.00636095	0.048292074	NLGF3.vs.WT3
Polr1d	663.5901352	-0.116796172	0.046254295	0.00636477	0.048300412	NLGF3.vs.WT3
4-Mar	759.1760257	0.129513067	0.052503057	0.006370802	0.048325531	NLGF3.vs.WT3
Fam135a	778.778317	0.179399568	0.08892744	0.006381395	0.048385207	NLGF3.vs.WT3
Tmem56	1543.089009	0.184513758	0.098059458	0.006386572	0.048403782	NLGF3.vs.WT3
Ccdc88c	1348.932827	-0.167453537	0.076478256	0.006397106	0.048442251	NLGF3.vs.WT3
Rps15a	2291.234096	0.139784846	0.058019251	0.006396063	0.048442251	NLGF3.vs.WT3
Dpy19l3	2231.571143	0.113222374	0.044620756	0.006401105	0.048451857	NLGF3.vs.WT3
Tmem175	664.9156539	0.138144698	0.057123407	0.006404452	0.048456533	NLGF3.vs.WT3
Efr3a	4408.896116	0.159360938	0.070265312	0.006412055	0.048472733	NLGF3.vs.WT3
Gpatch3	126.2119303	-0.176847021	0.085791169	0.006410496	0.048472733	NLGF3.vs.WT3
Cep83os	554.5387322	0.169142549	0.078014711	0.006424486	0.048546029	NLGF3.vs.WT3
1810043H04Rik	191.0033249	-0.165213234	0.074724899	0.006430962	0.04857173	NLGF3.vs.WT3
Ramp1	1217.278725	-0.149740858	0.063927657	0.006434126	0.04857173	NLGF3.vs.WT3
Rbfox1	11997.06976	0.147821315	0.06275259	0.006436096	0.04857173	NLGF3.vs.WT3
Cox8a	5741.04191	0.146688761	0.062079865	0.006442348	0.048586229	NLGF3.vs.WT3
Ddc	172.6573183	-0.187630995	0.112947067	0.006443492	0.048586229	NLGF3.vs.WT3
Cblb	1438.268888	0.154801302	0.067212251	0.006453067	0.048637764	NLGF3.vs.WT3
Pes1	1096.743896	-0.127295081	0.051500842	0.006473779	0.048773165	NLGF3.vs.WT3
2010320M18Rik	80.76082214	-0.183899803	0.097403995	0.006477149	0.048777851	NLGF3.vs.WT3
Spryd3	3538.752563	-0.176302325	0.085453368	0.006486057	0.048824222	NLGF3.vs.WT3
Fam134c	1692.99676	-0.123448184	0.04962072	0.006509667	0.048935045	NLGF3.vs.WT3
Katnal1	2944.150337	-0.117756675	0.046863327	0.006511807	0.048935045	NLGF3.vs.WT3
Pcnx	9915.377708	0.12471285	0.050243689	0.006506357	0.048935045	NLGF3.vs.WT3
Rnf40	2361.214251	-0.166660474	0.0761021	0.006505333	0.048935045	NLGF3.vs.WT3
Zswim5	837.8734769	0.164983425	0.074779586	0.006525948	0.04902056	NLGF3.vs.WT3
Abhd17a	2703.832569	0.167991177	0.077320335	0.006536473	0.04907885	NLGF3.vs.WT3
Unc119	452.2348093	0.161921274	0.072449955	0.006549589	0.049156537	NLGF3.vs.WT3
Emcn	118.4124453	0.187007518	0.138719382	0.006579158	0.04927586	NLGF3.vs.WT3
Ggct	219.779199	-0.181185189	0.09270368	0.006572793	0.04927586	NLGF3.vs.WT3
Mob1b	565.0181218	0.183555222	0.097480124	0.006579368	0.04927586	NLGF3.vs.WT3
Pdcd2l	247.7640217	-0.144873309	0.061214375	0.006575135	0.04927586	NLGF3.vs.WT3
Rab6b	26017.64177	0.116471045	0.046321697	0.006579129	0.04927586	NLGF3.vs.WT3
Nelfcd	1070.990866	-0.159945458	0.071081795	0.006593877	0.049363691	NLGF3.vs.WT3
Slc7a1	1665.998568	0.143147379	0.060252887	0.006607748	0.049446679	NLGF3.vs.WT3
0610012G03Rik	670.7915799	0.155235132	0.067823636	0.006617677	0.04945843	NLGF3.vs.WT3
Fam189a1	2938.911794	0.150570249	0.06476192	0.006612381	0.04945843	NLGF3.vs.WT3
Phldb1	4263.346524	-0.185380165	0.10329088	0.006615618	0.04945843	NLGF3.vs.WT3
Ext2	1164.346631	0.123968718	0.050029544	0.006642882	0.049566484	NLGF3.vs.WT3
Nisch	19145.51726	0.135595063	0.056063244	0.006643305	0.049566484	NLGF3.vs.WT3
Tchp	187.5241933	-0.168790723	0.078318881	0.006640625	0.049566484	NLGF3.vs.WT3
Zfp292	2071.504882	0.158937433	0.070451331	0.006640492	0.049566484	NLGF3.vs.WT3
Eef1d	1634.318573	-0.153833833	0.066973386	0.00666422	0.04968077	NLGF3.vs.WT3
Rnf7	877.5483712	-0.137038785	0.056878556	0.006662524	0.04968077	NLGF3.vs.WT3
Ryk	802.0189626	0.120042123	0.04813327	0.006673425	0.049728506	NLGF3.vs.WT3
Scrn1	2915.911216	-0.135103247	0.05584646	0.006680408	0.049759646	NLGF3.vs.WT3
Ssh1	1545.348376	0.10857198	0.042761263	0.006695089	0.049848083	NLGF3.vs.WT3
2310002F09Rik	50.06741357	0.186002408	0.156192598	0.006701443	0.049874468	NLGF3.vs.WT3
Hk3	42.09717177	-0.186499903	0.112482253	0.00670711	0.049895728	NLGF3.vs.WT3
Ccdc106	811.0308876	-0.161865385	0.072787172	0.006715442	0.049936782	NLGF3.vs.WT3
Hcfc1	6451.198876	0.116007198	0.046256315	0.006732411	0.050021049	NLGF3.vs.WT3
Myo18a	8387.111426	-0.164605604	0.074981897	0.006730099	0.050021049	NLGF3.vs.WT3
A830018L16Rik	2066.025179	0.171793789	0.081480036	0.006742492	0.050074994	NLGF3.vs.WT3
Gm26618	95.46328723	0.18010276	0.091938718	0.006752725	0.050130017	NLGF3.vs.WT3
Sec23b	1177.428006	-0.109824434	0.043397281	0.006763854	0.050191641	NLGF3.vs.WT3
Cnbd2	60.86846177	-0.185827973	0.108650842	0.006771602	0.050215632	NLGF3.vs.WT3
Dolk	558.0290734	-0.152682662	0.06641362	0.006772745	0.050215632	NLGF3.vs.WT3
Cggbp1	1724.499995	0.165651458	0.075966832	0.006778621	0.050238215	NLGF3.vs.WT3
E2f3	1086.475404	0.134480219	0.055665832	0.006798655	0.050344649	NLGF3.vs.WT3
Map3k8	33.28081066	0.186359361	0.117000566	0.006798628	0.050344649	NLGF3.vs.WT3
Pdcd11	1065.70187	-0.140905927	0.05926248	0.006811348	0.050417613	NLGF3.vs.WT3
Anxa9	8.468066517	0.188725701	0.237306428	0.006850436	0.050685799	NLGF3.vs.WT3
4932416H05Rik	141.8740543	0.165859805	0.076372761	0.006868621	0.050799175	NLGF3.vs.WT3
Rab9	406.2427443	0.160657326	0.072231786	0.006877834	0.050846125	NLGF3.vs.WT3
Ciao1	1102.508707	-0.098095886	0.038241904	0.006882243	0.050851661	NLGF3.vs.WT3
Rhbdd1	253.6250435	0.175052238	0.085538227	0.006884312	0.050851661	NLGF3.vs.WT3
Tkfc	333.8938506	-0.143582135	0.060936589	0.006887968	0.050857498	NLGF3.vs.WT3
Morf4l1	6497.682975	-0.123910735	0.050283059	0.006895419	0.050870192	NLGF3.vs.WT3
Psmg2	208.5550598	0.179771027	0.092192975	0.006894665	0.050870192	NLGF3.vs.WT3
Pcdhga3	518.5726087	0.174333752	0.084772911	0.006905006	0.050919758	NLGF3.vs.WT3
Aff3	3327.203681	0.125793628	0.05125893	0.006917886	0.050951238	NLGF3.vs.WT3
Galnt11	875.3265248	-0.10503549	0.041351067	0.006917615	0.050951238	NLGF3.vs.WT3
Ten1	283.6342996	-0.132371768	0.054683331	0.006916249	0.050951238	NLGF3.vs.WT3
LOC102632770	290.6357038	-0.192370315	0.316760035	0.006931901	0.051012121	NLGF3.vs.WT3
Lsg1	315.7280897	-0.150848116	0.065497911	0.006930424	0.051012121	NLGF3.vs.WT3
Gm9840	22.32098129	-0.18796224	0.236157563	0.006936133	0.051022116	NLGF3.vs.WT3
Gm38675	17.12861531	-0.18511654	0.190961662	0.006944169	0.051060064	NLGF3.vs.WT3
Dbnl	1771.345994	-0.150579276	0.065376244	0.006960464	0.051158689	NLGF3.vs.WT3
Gm40091	67.98453997	-0.190371443	0.27384754	0.006979295	0.051231633	NLGF3.vs.WT3
Mis18bp1	17.86729177	0.184478091	0.157027195	0.006974677	0.051231633	NLGF3.vs.WT3
Spock1	8267.929038	0.17065485	0.0810898	0.006981187	0.051231633	NLGF3.vs.WT3
Tbcd	1362.920229	-0.154995085	0.068360613	0.006981934	0.051231633	NLGF3.vs.WT3
Cd53	118.7976695	0.185284296	0.111654828	0.006996308	0.051315893	NLGF3.vs.WT3
Glt8d1	263.642508	0.174347776	0.085170176	0.007007408	0.051376081	NLGF3.vs.WT3
Psme4	1349.616313	0.170894789	0.081428026	0.007012468	0.051391953	NLGF3.vs.WT3
Nsun3	220.5026954	0.167416705	0.078151097	0.007026436	0.051473069	NLGF3.vs.WT3
Abca17	30.95287772	-0.185191719	0.127722154	0.007041608	0.051562928	NLGF3.vs.WT3
Ubr3	7226.382947	0.121712644	0.049355167	0.007051704	0.051615568	NLGF3.vs.WT3
Gstp1	1615.490295	-0.145768288	0.062511468	0.007056182	0.051619175	NLGF3.vs.WT3
Uhmk1	2848.935043	0.121425834	0.049219481	0.007058013	0.051619175	NLGF3.vs.WT3
Cept1	571.5309339	0.170140448	0.080821735	0.007060976	0.051619576	NLGF3.vs.WT3
Gstm6	167.873239	0.183281253	0.101697246	0.007069214	0.051638552	NLGF3.vs.WT3
Nop16	273.9118556	-0.145910057	0.062618972	0.00706939	0.051638552	NLGF3.vs.WT3
Nr2f6	1013.269468	0.168046414	0.07892741	0.007099559	0.051816273	NLGF3.vs.WT3
Trpv2	429.08736	-0.154519651	0.068249606	0.007096842	0.051816273	NLGF3.vs.WT3
Npat	867.1750863	0.166643534	0.077697297	0.007116128	0.051904565	NLGF3.vs.WT3
Otulin	302.6537144	-0.147531689	0.063700309	0.007117505	0.051904565	NLGF3.vs.WT3
Dennd1b	1057.481822	0.170731948	0.081618307	0.007126706	0.051950324	NLGF3.vs.WT3
Itgb3bp	64.10896431	0.184919423	0.124428096	0.007130808	0.051958881	NLGF3.vs.WT3
Rgs19	384.1937917	0.143664422	0.061417245	0.007174167	0.052253371	NLGF3.vs.WT3
Cep126	404.8160437	0.176389518	0.088530863	0.007194158	0.052321945	NLGF3.vs.WT3
Chmp6	576.3008801	-0.169892409	0.080977321	0.007194612	0.052321945	NLGF3.vs.WT3
Pcbp1	3387.222152	0.120704559	0.049006982	0.007197295	0.052321945	NLGF3.vs.WT3
Slc37a3	1731.929175	-0.141309041	0.060054595	0.007197824	0.052321945	NLGF3.vs.WT3
Tmem9b	1474.285649	0.138684035	0.058536765	0.007198321	0.052321945	NLGF3.vs.WT3
Lrrc45	379.7216695	-0.169831666	0.0809419	0.007203038	0.052334801	NLGF3.vs.WT3
D330050G23Rik	26.88531551	0.184077378	0.135584889	0.007208159	0.052350585	NLGF3.vs.WT3
Kat7	2372.099033	0.095981355	0.037579076	0.007234566	0.052520877	NLGF3.vs.WT3
Lrrn3	1748.544809	0.161546228	0.073742098	0.007249399	0.052607045	NLGF3.vs.WT3
Slco4c1	81.32579037	0.182515948	0.101439745	0.007267138	0.052714222	NLGF3.vs.WT3
Snx29	559.889261	-0.148334445	0.064466826	0.00727743	0.052767316	NLGF3.vs.WT3
Heatr3	699.8027544	-0.116117841	0.046848279	0.007283481	0.052789621	NLGF3.vs.WT3
Cad	892.5402014	-0.15342143	0.067852176	0.007291206	0.052824045	NLGF3.vs.WT3
Slc7a14	8134.919928	0.146446242	0.063317157	0.007303422	0.052890961	NLGF3.vs.WT3
Apol8	125.5224223	-0.183356255	0.10646339	0.007347682	0.053189789	NLGF3.vs.WT3
Gm35466	30.57790287	-0.184108811	0.116342287	0.00735604	0.05322858	NLGF3.vs.WT3
BC068281	278.9281118	0.160978928	0.073584292	0.00738173	0.053327517	NLGF3.vs.WT3
Coro2b	6717.339754	0.161869408	0.074287278	0.00737746	0.053327517	NLGF3.vs.WT3
Psd2	1640.030357	-0.153317776	0.067939423	0.007379045	0.053327517	NLGF3.vs.WT3
Psmb5	887.3709788	-0.16902168	0.080655929	0.007379431	0.053327517	NLGF3.vs.WT3
Ccdc53	178.922829	-0.148155401	0.064556863	0.007403876	0.053465743	NLGF3.vs.WT3
Trim26	533.1738469	-0.136709685	0.057699035	0.007410924	0.053494879	NLGF3.vs.WT3
Smg8	539.6811713	0.104653364	0.041586847	0.007415195	0.053503946	NLGF3.vs.WT3
Parl	552.9817482	-0.159427574	0.072477228	0.007430536	0.053592852	NLGF3.vs.WT3
Cck	5246.917974	0.165596534	0.077627323	0.007450998	0.053718611	NLGF3.vs.WT3
Ndufc2	984.494494	0.169733993	0.081639506	0.007468577	0.053775693	NLGF3.vs.WT3
Slc2a13	4149.589333	0.144407809	0.062311654	0.007471034	0.053775693	NLGF3.vs.WT3
Sp140	47.08104408	-0.181812642	0.189893468	0.007467155	0.053775693	NLGF3.vs.WT3
Zfp27	506.0910868	0.118359457	0.048116798	0.00746485	0.053775693	NLGF3.vs.WT3
Mcm5	140.6462486	-0.172378149	0.084583472	0.007485424	0.053857431	NLGF3.vs.WT3
Nop9	294.6338855	-0.151058113	0.066605249	0.007493223	0.053891699	NLGF3.vs.WT3
Gm3325	68.53491096	0.181799835	0.150604519	0.007529925	0.054133728	NLGF3.vs.WT3
Appbp2	1423.198265	0.113210161	0.045683035	0.007534018	0.05414122	NLGF3.vs.WT3
Tmem14a	377.6676647	-0.165903168	0.078174895	0.00755698	0.054284255	NLGF3.vs.WT3
Gm40824	16.75431838	0.181027969	0.175098643	0.007572142	0.054371163	NLGF3.vs.WT3
Pex5	1478.491934	-0.14756378	0.064461724	0.007582329	0.0544223	NLGF3.vs.WT3
Gm16894	40.48266863	-0.18229982	0.10529023	0.007592868	0.054461733	NLGF3.vs.WT3
Lonp1	1866.873662	-0.168281001	0.080535837	0.00759396	0.054461733	NLGF3.vs.WT3
1700025G04Rik	4012.46297	0.121506591	0.049829969	0.007610419	0.054491706	NLGF3.vs.WT3
Pramef8	352.7046842	-0.136029101	0.057559635	0.0076014	0.054491706	NLGF3.vs.WT3
Rps27rt	69.15543362	-0.185119083	0.280204874	0.007609414	0.054491706	NLGF3.vs.WT3
Rps6ka3	1087.44804	0.169972816	0.082317547	0.007609673	0.054491706	NLGF3.vs.WT3
Gm15706	80.81222829	0.18286097	0.110135085	0.007615424	0.054505558	NLGF3.vs.WT3
Dcun1d4	2839.364016	0.130761937	0.054683448	0.0076313	0.054597165	NLGF3.vs.WT3
Bmi1	1163.460453	0.16142703	0.07451135	0.007639852	0.05461433	NLGF3.vs.WT3
Clock	3119.981698	0.143293163	0.061876163	0.00763928	0.05461433	NLGF3.vs.WT3
Edem2	462.7894994	-0.153800948	0.068766937	0.007652124	0.05463604	NLGF3.vs.WT3
Megf6	244.562972	-0.181859279	0.104036568	0.007650286	0.05463604	NLGF3.vs.WT3
Synj1	17318.49667	0.133259133	0.056068509	0.007647885	0.05463604	NLGF3.vs.WT3
Cyhr1	3311.839939	-0.125094763	0.051712278	0.00765639	0.054644522	NLGF3.vs.WT3
Gnpnat1	119.149874	0.182348432	0.107442441	0.00767782	0.054709475	NLGF3.vs.WT3
H2-D1	931.2925455	-0.181564813	0.103045641	0.007672411	0.054709475	NLGF3.vs.WT3
Hacd2	949.7816726	0.127274394	0.052865099	0.007669369	0.054709475	NLGF3.vs.WT3
St3gal6	278.298554	0.178930142	0.095421287	0.007676178	0.054709475	NLGF3.vs.WT3
Coq3	322.7029278	-0.147811109	0.064796238	0.007693581	0.054799787	NLGF3.vs.WT3
Abhd14b	149.7411889	0.182711707	0.113330522	0.007711155	0.054880914	NLGF3.vs.WT3
E330013P04Rik	20.65786691	0.180830118	0.152670422	0.007709574	0.054880914	NLGF3.vs.WT3
Lin54	544.0915367	0.143331121	0.062017728	0.00772131	0.054931165	NLGF3.vs.WT3
Arhgef9	10890.75005	0.112021273	0.045286187	0.007727517	0.054953296	NLGF3.vs.WT3
Epm2aip1	4407.662837	0.160957224	0.074350408	0.007741626	0.055031582	NLGF3.vs.WT3
Tmem144	295.5563933	0.171925652	0.084965848	0.00775049	0.055072539	NLGF3.vs.WT3
Wnt7b	1393.86963	0.174153614	0.087816838	0.007755782	0.055088087	NLGF3.vs.WT3
Phf14	1423.611538	-0.13307742	0.056126048	0.007779042	0.055219001	NLGF3.vs.WT3
Prrt3	1682.255961	0.165326747	0.078221534	0.007783229	0.055219001	NLGF3.vs.WT3
Tmem209	552.8080513	0.153874973	0.069055259	0.007783546	0.055219001	NLGF3.vs.WT3
Tmem256	549.063414	-0.131641239	0.055364224	0.007804326	0.055344302	NLGF3.vs.WT3
Pigt	2283.799707	0.161326108	0.074797417	0.007807737	0.05534638	NLGF3.vs.WT3
Pcbp2	4220.799257	-0.103892134	0.041557993	0.007821251	0.055420039	NLGF3.vs.WT3
Rgmb	3137.045425	0.132480985	0.055852414	0.007826469	0.055434885	NLGF3.vs.WT3
Ncaph2	2058.406275	-0.148211059	0.065291763	0.00784284	0.055528686	NLGF3.vs.WT3
Ddx23	2114.585612	-0.149303844	0.066021869	0.007848114	0.055543872	NLGF3.vs.WT3
Aifm2	134.0761887	-0.163792841	0.077076947	0.007881494	0.055738199	NLGF3.vs.WT3
Eea1	2104.6451	0.134306839	0.056950552	0.007893101	0.055738199	NLGF3.vs.WT3
Eif4b	8197.177537	-0.14545861	0.063597001	0.007894413	0.055738199	NLGF3.vs.WT3
Id2	1152.098814	0.180937712	0.103374713	0.007886235	0.055738199	NLGF3.vs.WT3
Iffo2	1016.7331	-0.154203355	0.069476658	0.007887344	0.055738199	NLGF3.vs.WT3
Tcf7l1	126.350924	0.178616588	0.096205349	0.007890117	0.055738199	NLGF3.vs.WT3
Dnajc11	1471.475052	-0.145404746	0.063569742	0.007899041	0.055748699	NLGF3.vs.WT3
Mrs2	1692.49728	0.109040515	0.044021785	0.007905727	0.055773713	NLGF3.vs.WT3
Tspyl5	1434.229819	0.126450397	0.052701357	0.00791906	0.055845574	NLGF3.vs.WT3
Agmo	119.1360459	0.181439933	0.107307853	0.007941025	0.05595601	NLGF3.vs.WT3
Eya3	934.0583469	0.121765422	0.050291271	0.007939601	0.05595601	NLGF3.vs.WT3
Ly86	162.1835167	0.177073285	0.093418482	0.007958978	0.056060265	NLGF3.vs.WT3
Arxes1	320.5262957	0.16528858	0.078733566	0.008000818	0.056299019	NLGF3.vs.WT3
Rrp1	6648.915097	-0.157345159	0.072017474	0.00799716	0.056299019	NLGF3.vs.WT3
Ube2g1	1160.84868	0.15108306	0.067479151	0.00800239	0.056299019	NLGF3.vs.WT3
Atp5s	275.6695105	0.161682415	0.075564891	0.008020714	0.056364413	NLGF3.vs.WT3
Atpif1	2191.272917	-0.144543762	0.063206822	0.008022517	0.056364413	NLGF3.vs.WT3
Dclre1b	145.4474081	0.155089171	0.070370808	0.008024387	0.056364413	NLGF3.vs.WT3
Zfp790	618.1653108	-0.113989471	0.046490305	0.008018546	0.056364413	NLGF3.vs.WT3
Glipr1	12.32189722	0.180260985	0.242862135	0.008032051	0.05637363	NLGF3.vs.WT3
Nop2	710.8733845	-0.150588174	0.067184293	0.008029587	0.05637363	NLGF3.vs.WT3
LOC108169168	10.74108647	-0.178466487	0.175775603	0.008043602	0.056432383	NLGF3.vs.WT3
Csnk1a1	7262.807585	0.132396061	0.056073262	0.008054591	0.056464848	NLGF3.vs.WT3
Ndrg3	10800.69798	0.127428363	0.053364131	0.008052989	0.056464848	NLGF3.vs.WT3
Eml2	5457.492007	-0.178623113	0.097544068	0.008066696	0.056507289	NLGF3.vs.WT3
Topors	652.828018	0.127508788	0.053422192	0.008067012	0.056507289	NLGF3.vs.WT3
Zfp36l1	1017.883909	0.176342415	0.092782603	0.008090522	0.056649613	NLGF3.vs.WT3
Ccpg1	2553.218619	-0.130392327	0.055013838	0.008095527	0.056662305	NLGF3.vs.WT3
Brms1	398.8886306	-0.153162484	0.069121243	0.008108927	0.056712142	NLGF3.vs.WT3
LOC102640024	7.065104311	-0.180181245	0.313377658	0.008109037	0.056712142	NLGF3.vs.WT3
Setd2	3107.823662	0.1218607	0.050513397	0.00811507	0.056731975	NLGF3.vs.WT3
Mccc2	452.6087028	-0.135332399	0.05781719	0.008126534	0.056789754	NLGF3.vs.WT3
Kcng2	733.3672623	0.181201166	0.118598351	0.008131104	0.05679933	NLGF3.vs.WT3
Scnn1a	230.9272698	0.181103846	0.119201952	0.008152392	0.056925631	NLGF3.vs.WT3
Eya1	480.3175836	0.150003062	0.066995151	0.008159077	0.056949905	NLGF3.vs.WT3
Glcci1	1697.187973	0.166715146	0.080549376	0.008166705	0.056970865	NLGF3.vs.WT3
Hist1h3c	31.67586002	0.178081237	0.164971546	0.008168499	0.056970865	NLGF3.vs.WT3
Clasp1	4319.064167	0.091188377	0.03612451	0.008194854	0.057109797	NLGF3.vs.WT3
Txndc15	1078.26821	-0.101005394	0.040513736	0.008194167	0.057109797	NLGF3.vs.WT3
Ptbp1	569.571619	0.172751626	0.08763888	0.008198296	0.057111361	NLGF3.vs.WT3
Cav2	566.7692146	0.181002453	0.115692391	0.008203696	0.057126563	NLGF3.vs.WT3
Napepld	809.080025	0.165005931	0.079033246	0.008226978	0.057243774	NLGF3.vs.WT3
Snord42b	9.301410578	0.178620773	0.235265952	0.008226358	0.057243774	NLGF3.vs.WT3
Cth	73.31907131	-0.180364888	0.10692226	0.008254844	0.057405439	NLGF3.vs.WT3
Rpl7l1	798.6896278	-0.10463369	0.042232839	0.008256681	0.057405439	NLGF3.vs.WT3
Cnn3	1871.378124	0.158261056	0.073252321	0.008260704	0.057410926	NLGF3.vs.WT3
Gm40268	19.00118267	0.177155344	0.196616026	0.008285849	0.057563136	NLGF3.vs.WT3
Sdsl	66.88229026	-0.180641331	0.111629593	0.008290464	0.057572669	NLGF3.vs.WT3
Fcer1g	118.1338457	0.177982133	0.097696805	0.00829916	0.057587995	NLGF3.vs.WT3
Rad51	21.94913191	-0.179208807	0.137561194	0.008295968	0.057587995	NLGF3.vs.WT3
Cyyr1	209.8279182	0.178922214	0.100622758	0.008307285	0.057590269	NLGF3.vs.WT3
D8Ertd738e	620.202274	-0.141000504	0.061422633	0.008322246	0.057590269	NLGF3.vs.WT3
Frs2	1908.156385	0.113112492	0.046323881	0.008320456	0.057590269	NLGF3.vs.WT3
Gm31445	122.8479492	0.180557887	0.118934961	0.008308167	0.057590269	NLGF3.vs.WT3
Gm32930	16.45913061	0.17818364	0.241839089	0.008327969	0.057590269	NLGF3.vs.WT3
Mocs3	288.3200563	0.161860065	0.076400841	0.008328689	0.057590269	NLGF3.vs.WT3
Neurl1a	6825.501367	0.155857122	0.071471826	0.008309627	0.057590269	NLGF3.vs.WT3
Nupl1	1011.975111	0.099392665	0.039871627	0.00832553	0.057590269	NLGF3.vs.WT3
Rev3l	2215.166316	0.16145166	0.076022691	0.00831852	0.057590269	NLGF3.vs.WT3
Dnmt3a	3714.877674	-0.16173584	0.076308644	0.008336128	0.057619263	NLGF3.vs.WT3
Slc25a25	1520.588343	-0.128071118	0.054018503	0.008341013	0.057630589	NLGF3.vs.WT3
Zfp821	779.3793766	-0.163540563	0.07803804	0.00838346	0.057901328	NLGF3.vs.WT3
Nek7	1372.02617	0.155904786	0.071661243	0.008392204	0.057916649	NLGF3.vs.WT3
Zfp712	140.3739056	0.179221194	0.102787561	0.008389911	0.057916649	NLGF3.vs.WT3
Etaa1os	10.91387574	0.176843828	0.214720622	0.008400069	0.057948396	NLGF3.vs.WT3
Fcho2	1000.697547	0.172179914	0.087667165	0.008412214	0.058003339	NLGF3.vs.WT3
Grcc10	1754.093721	-0.131986612	0.056258122	0.008414569	0.058003339	NLGF3.vs.WT3
Bcl2l1	3052.579028	-0.136480791	0.05886055	0.008435893	0.058127521	NLGF3.vs.WT3
Snx15	770.4293635	-0.153016469	0.069586495	0.008439134	0.058127521	NLGF3.vs.WT3
Bcl2l2	3798.171554	-0.157759566	0.073224109	0.008450208	0.058181225	NLGF3.vs.WT3
Klhl33	127.3446497	-0.177994108	0.09918885	0.008471485	0.058305105	NLGF3.vs.WT3
Gbp3	81.36041976	-0.177748216	0.14611928	0.008475071	0.058307177	NLGF3.vs.WT3
LOC108168226	19.50964411	-0.177182253	0.153681403	0.008479324	0.058313831	NLGF3.vs.WT3
Efhc2	41.21361856	0.177919004	0.143593213	0.008483235	0.058318131	NLGF3.vs.WT3
Slc16a2	2150.081749	0.178423124	0.137570886	0.008488582	0.058332297	NLGF3.vs.WT3
Ptma	5178.431088	-0.150884478	0.068187275	0.008516942	0.058504535	NLGF3.vs.WT3
Sec11c	727.744761	-0.159904192	0.075135603	0.008523434	0.05852648	NLGF3.vs.WT3
Dennd6a	821.7602054	0.139488364	0.06078764	0.00854173	0.058629429	NLGF3.vs.WT3
Gm12693	31.49932869	-0.176971299	0.152241895	0.008548601	0.058653909	NLGF3.vs.WT3
Slc38a2	3089.763235	0.15615746	0.072166113	0.008559093	0.058703207	NLGF3.vs.WT3
Zfp672	641.8470559	0.115284822	0.04760599	0.008566722	0.058732837	NLGF3.vs.WT3
Tmem218	218.8627303	-0.155564765	0.07173265	0.008573142	0.058754156	NLGF3.vs.WT3
Cdc37	2929.665717	-0.163479824	0.078459578	0.00858587	0.058818675	NLGF3.vs.WT3
Lrif1	222.9371089	0.179477364	0.118283461	0.008627882	0.059038126	NLGF3.vs.WT3
Sat1	455.5525343	-0.154719456	0.071180887	0.008625991	0.059038126	NLGF3.vs.WT3
Zc3h3	328.9456952	-0.169265672	0.084667524	0.008626584	0.059038126	NLGF3.vs.WT3
Ift43	143.1679181	-0.171161551	0.087105588	0.008636606	0.059075052	NLGF3.vs.WT3
Ggnbp2	1666.968408	-0.121276886	0.050726834	0.008650267	0.059104379	NLGF3.vs.WT3
Mettl1	210.5279653	-0.154235807	0.070858576	0.008650883	0.059104379	NLGF3.vs.WT3
Zfp429	32.10897518	0.179462273	0.116659881	0.008650424	0.059104379	NLGF3.vs.WT3
Plpp3	7851.189942	0.125524099	0.052976173	0.008659539	0.059140756	NLGF3.vs.WT3
Clcn6	3466.611491	-0.13619339	0.058975313	0.008669954	0.059149532	NLGF3.vs.WT3
Gpank1	126.2745515	-0.174133331	0.091805349	0.008677486	0.059149532	NLGF3.vs.WT3
Nsmce1	215.1473205	-0.140940733	0.061838834	0.008664612	0.059149532	NLGF3.vs.WT3
Sh3bgrl	1728.525034	0.179415603	0.11317775	0.008676829	0.059149532	NLGF3.vs.WT3
Vwa5a	477.2081282	0.173561562	0.090820914	0.008675138	0.059149532	NLGF3.vs.WT3
Aarsd1	817.8452112	-0.144947013	0.064422119	0.008689678	0.059204069	NLGF3.vs.WT3
Irgm2	118.0269806	-0.175828445	0.160049209	0.008692158	0.059204069	NLGF3.vs.WT3
Bicd1	1840.858786	0.149945897	0.067813391	0.008695954	0.059207207	NLGF3.vs.WT3
Ubald2	337.0333687	0.168769042	0.084311279	0.008702339	0.05922796	NLGF3.vs.WT3
Colgalt1	1138.992566	0.11705181	0.048624022	0.008717708	0.059264386	NLGF3.vs.WT3
Hectd3	1612.399362	-0.156074004	0.072384912	0.008712449	0.059264386	NLGF3.vs.WT3
Pcna	756.947025	-0.131270214	0.056190384	0.008714547	0.059264386	NLGF3.vs.WT3
Ap2m1	8261.633789	-0.138065609	0.060181232	0.008743635	0.059417885	NLGF3.vs.WT3
Patl1	794.1535673	0.099743703	0.040329545	0.008757904	0.059446577	NLGF3.vs.WT3
Tfam	668.635361	-0.123132275	0.05179822	0.008755305	0.059446577	NLGF3.vs.WT3
Upf3a	648.4471426	-0.161290879	0.076836858	0.008755982	0.059446577	NLGF3.vs.WT3
Thbs3	232.6101966	-0.17431989	0.092615367	0.008773458	0.059529391	NLGF3.vs.WT3
Pmpcb	932.7379937	-0.118258929	0.049295326	0.008783383	0.059573957	NLGF3.vs.WT3
